FID,peilmerk,x_rd,y_rd,nap_hoogte,pub_tekst,muurvlak,x_muur_cm,y_muur_cm,type,meetdatum,orde,geom
nappeilmerken.603,005F0088,177360.0,592890.0,2.034,HS NIJEZIJL F32,W,31.0,70.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (177360 592890)
nappeilmerken.604,005F0089,179540.0,588020.0,2.116,W-GEVEL TOREN PK FINKUM NR.51,W,33.0,30.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (179540 588020)
nappeilmerken.605,005F0092,176040.0,588260.0,1.859,"NHK VROUWENPAROCHIE KERKPLEIN, R.V.ING.",W,-223.0,53.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (176040 588260)
nappeilmerken.606,005F0096,179659.0,592620.0,0.675,SCH HS ZEEDK 15,NW,-320.0,15.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (179659 592620)
nappeilmerken.607,005F0098,179190.0,588280.0,2.354,"NO-LHFD BR IN WG HALLUMERHOEK/FINKUM O/D,FINKUMERVRT",O,-39.0,-12.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (179190 588280)
nappeilmerken.608,005F0099,174270.0,591360.0,3.73,HS A/D N-Z V/D NIEUWE BILDTDK 204,Z,236.0,35.0,PM,Thu Apr 25 00:00:00 CEST 2013,2.0,POINT (174270 591360)
nappeilmerken.609,005F0107,176100.0,588200.0,1.562,BILDTSEBANK GB W. DIJKSTRASTR 3,W,22.0,30.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (176100 588200)
nappeilmerken.610,005F0111,173600.0,591330.0,3.838,HS NIEUWE BILDTDK 230,W,-32.0,28.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (173600 591330)
nappeilmerken.611,005F0114,177220.0,592030.0,1.552,Z-LHFD BR O/D ALBADAWG,Z,-14.0,-7.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (177220 592030)
nappeilmerken.612,005F0115,170916.0,591442.0,2.095,"HG MIEDEMA GEMAAL"""" A/D ZWARTE HAAN, BALGDK",N,22.0,10.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (170916 591442)
nappeilmerken.613,005F0116,177960.0,590550.0,1.044,MONNIKEBILDTDYK 42,N,-37.0,20.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (177960 590550)
nappeilmerken.614,005F0117,178250.0,589120.0,2.314,O-LHFD BR IN LANGEDIJK,NO,12.0,-18.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (178250 589120)
nappeilmerken.615,005F0118,177280.0,588270.0,1.96,O-LHFD BR VROUWBUURSTERMOLEN,NO,12.0,-70.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (177280 588270)
nappeilmerken.616,005F0119,170510.0,587510.0,0.875,HS MIDDELWG-WEST 226,Z,30.0,25.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (170510 587510)
nappeilmerken.617,005F0120,179030.0,588640.0,0.962,BT BDR  A/D HEGE HEAREWEI 10,ZW,-35.0,13.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (179030 588640)
nappeilmerken.618,005F0121,177520.0,593140.0,1.892,DRINKBAK,O,4.0,-4.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (177520 593140)
nappeilmerken.619,005G0001,165340.0,575220.0,0.512,HS HOLPIJP 6,N,-31.0,42.0,PM,Thu Nov 01 00:00:00 CET 2018,2.0,POINT (165340 575220)
nappeilmerken.620,005G0002,168900.0,575260.0,0.463,BDR WESTEREIND 16,Z,53.0,12.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (168900 575260)
nappeilmerken.621,005G0004,162250.0,576750.0,0.643,BDR HERBAYUMERWEG 58,Z,-20.0,32.0,PM,Thu Nov 01 00:00:00 CET 2018,2.0,POINT (162250 576750)
nappeilmerken.622,005G0007,161400.0,577510.0,-0.276,DR I/D WEG FRANEKER-HARLINGEN BIJ KMP 21,N,18.0,-22.0,PM,Sun Oct 20 00:00:00 CEST 2019,2.0,POINT (161400 577510)
nappeilmerken.623,005G0008,162220.0,577480.0,1.546,BDR RIJKSSTRAATWEG 5,N,21.0,46.0,PM,Thu Nov 01 00:00:00 CET 2018,2.0,POINT (162220 577480)
nappeilmerken.624,005G0010,163490.0,577510.0,0.857,HS HARLINGERSTRAAT 80,Z,65.0,52.0,PM,Thu Nov 01 00:00:00 CET 2018,2.0,POINT (163490 577510)
nappeilmerken.625,005G0018,165320.0,578940.0,0.671,TRAFO-GB PEB FRANEKERWG,Z,-31.0,21.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (165320 578940)
nappeilmerken.626,005G0019,165240.0,578000.0,1.675,WK NOORDERBOLWERK 3,W,51.0,37.0,PM,Thu Nov 01 00:00:00 CET 2018,2.0,POINT (165240 578000)
nappeilmerken.627,005G0020,167680.0,578280.0,1.545,BDR RIJKSSTRAATWEG 2,Z,819.0,74.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (167680 578280)
nappeilmerken.628,005G0021,169110.0,578510.0,0.972,SCH HS RIJKSSTRAATWEG 3,N,71.0,40.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (169110 578510)
nappeilmerken.629,005G0022,169990.0,578700.0,0.667,BDR RIJKSSTRAATWG 11,N,61.0,-5.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (169990 578700)
nappeilmerken.630,005G0028,160020.0,580100.0,1.101,SCH BDR HERENWEG 19,NW,-626.0,30.0,PM,Sun Oct 20 00:00:00 CEST 2019,2.0,POINT (160020 580100)
nappeilmerken.631,005G0032,165380.0,580210.0,0.932,SCHILDERSBEDRIJF TJUMMARUMERWG 4,W,-118.0,34.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (165380 580210)
nappeilmerken.632,005G0033,165530.0,580160.0,2.537,HK DORPSSTRAAT 8 DONGJUM,W,43.0,31.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (165530 580160)
nappeilmerken.633,005G0034,166460.0,580500.0,1.157,HS BDR DONGJUMERWG 1,N,477.0,44.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (166460 580500)
nappeilmerken.634,005G0035,166930.0,580970.0,2.933,HK OUDEWEG 1 BOER,Z,396.0,64.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (166930 580970)
nappeilmerken.635,005G0036,160790.0,581620.0,1.08,HS LIAUKAMALAAN 3,ZO,-48.0,41.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (160790 581620)
nappeilmerken.636,005G0038,160900.0,581000.0,3.825,HK PIETERSBIERUM HOTTINGA 1,N,-32.0,29.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (160900 581000)
nappeilmerken.637,005G0039,161420.0,581520.0,0.974,GK SEXBIERUM,O,-55.0,20.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (161420 581520)
nappeilmerken.638,005G0040,161500.0,581380.0,2.778,HK SEXBIERUM TSJERKEPAD 1,W,-46.0,25.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (161500 581380)
nappeilmerken.639,005G0045,168530.0,581850.0,2.696,HK RIED KERKPAD 1,W,-96.0,24.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (168530 581850)
nappeilmerken.640,005G0049,162980.0,582340.0,0.769,BDR SLAGTEDIJK 5,Z,-119.0,41.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (162980 582340)
nappeilmerken.641,005G0052,163260.0,583040.0,2.172,TOREN HK OOSTERBIERUM,N,-39.0,28.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (163260 583040)
nappeilmerken.642,005G0053,164500.0,583250.0,1.974,N-HFD BR O/D TJUMMARUMERVRT,NW,16.0,41.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (164500 583250)
nappeilmerken.643,005G0054,165440.0,583400.0,3.667,HK TJUMMARUM TSJERKEPEAD 1,Z,56.0,35.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (165440 583400)
nappeilmerken.644,005G0057,165230.0,583960.0,1.83,SCH HS SINEADAWEI 23,NO,875.0,41.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (165230 583960)
nappeilmerken.645,005G0063,163340.0,584070.0,1.777,HS HOARNESTREEK 9,W,458.0,51.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (163340 584070)
nappeilmerken.646,005G0065,164800.0,584960.0,0.779,TRAFO HOARNESTREEK 11,O,-62.0,42.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (164800 584960)
nappeilmerken.647,005G0072,169230.0,585260.0,1.307,HS HERMANAWEI 44,NW,-61.0,15.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (169230 585260)
nappeilmerken.648,005G0073,169590.0,585700.0,1.62,HS MOAYEPAAL 3,ZO,-243.0,27.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (169590 585700)
nappeilmerken.649,005G0077,166400.0,587290.0,3.082,STRANDHS WESTHOEK 1222,ZW,238.0,71.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (166400 587290)
nappeilmerken.650,005G0082,169680.0,587420.0,1.295,SCHL OOSTEINDE 49,Z,41.0,48.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (169680 587420)
nappeilmerken.651,005G0089,166080.0,575400.0,1.413,HS FRANEKERWEG 4,N,-234.0,82.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (166080 575400)
nappeilmerken.652,005G0090,165030.0,575340.0,0.77,BDR HITZUMERWEG 9,N,34.0,31.0,PM,Thu Nov 01 00:00:00 CET 2018,2.0,POINT (165030 575340)
nappeilmerken.653,005G0091,166350.0,576880.0,0.571,HS TZUMMERWEG 20,O,33.0,24.0,PM,Thu Nov 01 00:00:00 CET 2018,2.0,POINT (166350 576880)
nappeilmerken.654,005G0092,165310.0,581640.0,1.301,BDR HEGESYLSTERWEI 16,ZO,-72.0,62.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (165310 581640)
nappeilmerken.655,005G0093,165860.0,582320.0,0.931,BDR HEGESYLSTERWEI 7,NW,-115.0,28.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (165860 582320)
nappeilmerken.656,005G0097,168150.0,585350.0,1.913,SCH BDR HEAREWG 15,NW,-55.0,31.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (168150 585350)
nappeilmerken.657,005G0101,160970.0,575550.0,0.984,BDR IESLUMBUORREN 5,W,43.0,27.0,PM,Thu Nov 01 00:00:00 CET 2018,2.0,POINT (160970 575550)
nappeilmerken.658,005G0102,162400.0,575270.0,0.679,BDR SOPSUMMERREED 3,Z,-142.0,40.0,PM,Thu Nov 01 00:00:00 CET 2018,2.0,POINT (162400 575270)
nappeilmerken.659,005G0104,163070.0,575680.0,1.267,BDR WESTERHITZUM 1,Z,-60.0,45.0,PM,Thu Nov 01 00:00:00 CET 2018,2.0,POINT (163070 575680)
nappeilmerken.660,005G0108,165850.0,576170.0,1.024,HS TZUMMERWG 33,W,17.0,25.0,PM,Thu Nov 01 00:00:00 CET 2018,2.0,POINT (165850 576170)
nappeilmerken.661,005G0109,165780.0,577390.0,1.509,HS STATIONSWG 6,W,14.0,64.0,PM,Thu Nov 01 00:00:00 CET 2018,2.0,POINT (165780 577390)
nappeilmerken.662,005G0110,165420.0,577830.0,1.786,"RAADHS RAADHUISPLEIN,FRANEKER",O,259.0,56.0,PM,Thu Nov 01 00:00:00 CET 2018,2.0,POINT (165420 577830)
nappeilmerken.663,005G0111,166020.0,577840.0,1.271,HS LEEUWARDERSTRAATWG 23,N,-39.0,42.0,PM,Thu Nov 01 00:00:00 CET 2018,2.0,POINT (166020 577840)
nappeilmerken.664,005G0112,166740.0,578020.0,0.795,HS LEEUWARDERSTRAATWG 28,Z,39.0,33.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (166740 578020)
nappeilmerken.665,005G0113,165080.0,581060.0,0.461,TRAFO A/D MUNTSEWEI,O,-26.0,22.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (165080 581060)
nappeilmerken.666,005G0115,165360.0,583330.0,1.268,"HS BUORREN 90,TZUMMARUM",ZO,55.0,39.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (165360 583330)
nappeilmerken.667,005G0117,168380.0,584770.0,1.506,HS FERNIAWG 36,ZO,30.0,33.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (168380 584770)
nappeilmerken.668,005G0118,163770.0,585170.0,1.95,BDR 'KOEHAAL' SEDK 1,O,-166.0,39.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (163770 585170)
nappeilmerken.669,005G0119,166050.0,586950.0,1.527,BDR OUDE BILDTDK 1225,ZW,22.0,36.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (166050 586950)
nappeilmerken.670,005G0122,162860.0,584580.0,0.169,DR ZW-Z DIJKVRT  RD=050317-14,ZW,34.0,-20.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (162860 584580)
nappeilmerken.671,005G0125,162980.0,577420.0,1.216,"ACHTERKANT OUDE ONDERSTATION PEB, KIE-,STERZIJL 50",Z,-64.0,34.0,PM,Thu Nov 01 00:00:00 CET 2018,2.0,POINT (162980 577420)
nappeilmerken.672,005G0126,164600.0,577490.0,1.185,HS HARLINGERWG 47,N,-28.0,56.0,PM,Thu Nov 01 00:00:00 CET 2018,2.0,POINT (164600 577490)
nappeilmerken.673,005G0127,165250.0,578450.0,0.895,HS HERTOG V.SAXENLN 37,O,-66.0,35.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (165250 578450)
nappeilmerken.674,005G0129,160390.0,580590.0,0.453,HS HERENWG 8,ZO,-79.0,24.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (160390 580590)
nappeilmerken.675,005G0132,161900.0,583870.0,0.898,"STUW IN DIJKVAART,W-ZIJ-MR",NW,-10.0,-60.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (161900 583870)
nappeilmerken.676,005G0135,165580.0,582770.0,1.453,BDR TZUMMARUMERVAART 4,N,80.0,38.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (165580 582770)
nappeilmerken.677,005G0138,169160.0,579220.0,0.992,BDR KENJUMSTATE DORPSSTR 10,O,-55.0,21.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (169160 579220)
nappeilmerken.678,005G0140,166120.0,579600.0,0.415,EL  GML,W,207.0,20.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (166120 579600)
nappeilmerken.679,005G0142,163760.0,579150.0,0.745,"SCH BDR """" ALLES SAL REG KOM """" SEXBIE -,RUMERWG 51",N,-35.0,20.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (163760 579150)
nappeilmerken.680,005G0143,163360.0,579150.0,0.447,BDR GETSWERDERZYL 2,O,35.0,25.0,PM,Thu Nov 01 00:00:00 CET 2018,2.0,POINT (163360 579150)
nappeilmerken.681,005G0145,162180.0,578510.0,0.107,SCH HS MIEDLN 1,Z,55.0,25.0,PM,Sun Oct 20 00:00:00 CEST 2019,2.0,POINT (162180 578510)
nappeilmerken.682,005G0148,169880.0,575940.0,1.31,BDR OOSTEREIND 5,ZO,-25.0,41.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (169880 575940)
nappeilmerken.683,005G0154,164010.0,584460.0,2.01,SCH BDR HOARNESTREEK 35,W,42.0,35.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (164010 584460)
nappeilmerken.684,005G0155,162920.0,583720.0,1.178,SCH BDR HOARNESTREEK SB 19,NW,-33.0,25.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (162920 583720)
nappeilmerken.685,005G0158,168270.0,579570.0,1.553,SCH BDR SCHALSUMERWG 8,NO,-135.0,35.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (168270 579570)
nappeilmerken.686,005G0160,164400.0,581490.0,0.881,HS BDR MUNTSEWEI 8,ZO,-68.0,40.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (164400 581490)
nappeilmerken.687,005G0161,164240.0,582570.0,1.074,HS BDR MUNTSEWEI 3,ZW,201.0,23.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (164240 582570)
nappeilmerken.688,005G0164,160190.0,581410.0,1.309,HS BDR KLAARNESTREEK 2,ZO,-230.0,45.0,PM,Sun Oct 20 00:00:00 CEST 2019,2.0,POINT (160190 581410)
nappeilmerken.689,005G0165,160120.0,575510.0,0.228,HS BDR WEST 27,W,82.0,23.0,PM,Thu Nov 01 00:00:00 CET 2018,2.0,POINT (160120 575510)
nappeilmerken.690,005G0168,162060.0,579130.0,0.323,TRAFO FOARRIJP 25,W,-16.0,49.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (162060 579130)
nappeilmerken.691,005G0170,167000.0,576140.0,1.063,SCH BDR LUTJELOLLUM 6,N,-60.0,33.0,PM,Thu Nov 01 00:00:00 CET 2018,2.0,POINT (167000 576140)
nappeilmerken.692,005G0173,169610.0,575310.0,2.552,BR WELSRIJPERTILLE W-LHFD IN STOOTRAND,ZW,107.0,-10.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (169610 575310)
nappeilmerken.693,005G0177,167840.0,576580.0,1.469,BDR LUTJELOLLUM 10,NW,100.0,70.0,PM,Thu Nov 01 00:00:00 CET 2018,2.0,POINT (167840 576580)
nappeilmerken.694,005G0179,161800.0,578460.0,0.248,Z-Z FIETSTUNNEL NABIJ KM 19.7 VAN RW A31,ZW,-167.0,-36.0,PM,Sun Oct 20 00:00:00 CEST 2019,2.0,POINT (161800 578460)
nappeilmerken.695,005G0180,163950.0,579020.0,0.587,Z-Z FIETSTUNNEL NABIJ KM 21.9 VAN RW A31,ZW,-166.0,-41.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (163950 579020)
nappeilmerken.696,005G0182,166100.0,579400.0,2.955,"ZW-LHFD BR OVER DONGJUMERVRT NABIJ,KM 24.1 VAN RW A31, Z-VLAK V. BR",ZW,-77.0,-34.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (166100 579400)
nappeilmerken.697,005G0183,167720.0,579290.0,0.897,"ZO-LHFD AUTOTUNNEL NABIJ KM 25.7 VAN,RW A31",ZO,-67.0,-9.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (167720 579290)
nappeilmerken.698,005G0184,169150.0,578970.0,1.486,"ZW-VLAK VAN FIETSTUNNEL NABIJ KM 27.2,VAN RW A31",Z,30.0,-8.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (169150 578970)
nappeilmerken.699,005G0187,162640.0,580700.0,0.272,HS FRJENTSJERTERDK 18,N,-45.0,20.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (162640 580700)
nappeilmerken.700,005G0189,161780.0,581720.0,0.878,GARAGE NAAST HS HEAREWEI 26,NW,77.0,35.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (161780 581720)
nappeilmerken.701,005G0191,165640.0,586060.0,2.049,SCH BDR CAMSTERWEI 40,ZW,132.0,7.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (165640 586060)
nappeilmerken.702,005G0194,168630.0,578490.0,1.051,HS BDR RIJKSWG 8,ZO,43.0,23.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (168630 578490)
nappeilmerken.703,005G0195,165420.0,577580.0,1.429,GK ZUIDERKD 31,Z,-58.0,31.0,PM,Thu Nov 01 00:00:00 CET 2018,2.0,POINT (165420 577580)
nappeilmerken.704,005G0196,166100.0,578270.0,1.198,0-Z FIETSTUNNEL O/D RONDWG,ZO,0.0,0.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (166100 578270)
nappeilmerken.705,005G0197,165240.0,578600.0,0.786,N-Z FIETSTUNNEL O/D BURG. J. DIJKSTRAWG,NO,0.0,0.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (165240 578600)
nappeilmerken.706,005G0199,165800.0,577260.0,0.786,HS PARALLELWG 7,N,10.0,17.0,PM,Thu Nov 01 00:00:00 CET 2018,2.0,POINT (165800 577260)
nappeilmerken.707,005G0200,161220.0,578880.0,1.267,SCH BDR FOARRIJP 17,Z,-770.0,15.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (161220 578880)
nappeilmerken.708,005G0201,163390.0,579350.0,0.348,HS GETSWERDERZIJL 4,N,683.0,15.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (163390 579350)
nappeilmerken.709,005G0204,163820.0,577570.0,0.757,BDR PS INRICHTING HARLINGERSTRWG,Z,-55.0,33.0,PM,Thu Nov 01 00:00:00 CET 2018,2.0,POINT (163820 577570)
nappeilmerken.710,005G0205,162030.0,577510.0,1.209,SCH BDR RIJKSTRWG 11,N,-23.0,30.0,PM,Sun Oct 20 00:00:00 CEST 2019,2.0,POINT (162030 577510)
nappeilmerken.711,005G0206,160690.0,577440.0,0.969,HS RIJKSTRWG 1,Z,21.0,30.0,PM,Sun Oct 20 00:00:00 CEST 2019,2.0,POINT (160690 577440)
nappeilmerken.712,005G0207,160010.0,576450.0,2.419,HS KOETILLEWG 7,W,73.0,31.0,PM,Thu Nov 01 00:00:00 CET 2018,2.0,POINT (160010 576450)
nappeilmerken.713,005G0208,160650.0,575470.0,0.888,SCH BDR IESLUMBUORREN 1A,Z,-715.0,6.0,PM,Thu Nov 01 00:00:00 CET 2018,2.0,POINT (160650 575470)
nappeilmerken.714,005G0209,164640.0,575350.0,-0.311,O-Z STUW N-KANT FRANEKERWG,Z,-8.0,-8.0,PM,Thu Nov 01 00:00:00 CET 2018,2.0,POINT (164640 575350)
nappeilmerken.715,005G0210,165160.0,576920.0,1.825,NO-HFD BR O/D TZUMMERVRT,ZO,-77.0,-41.0,PM,Thu Nov 01 00:00:00 CET 2018,2.0,POINT (165160 576920)
nappeilmerken.716,005G0212,169290.0,577800.0,0.854,HS HOOFDWG 24,ZW,-25.0,17.0,PM,Thu Nov 01 00:00:00 CET 2018,2.0,POINT (169290 577800)
nappeilmerken.717,005G0213,168900.0,577580.0,0.418,HS SALVERDERWG 71,ZO,-21.0,5.0,PM,Thu Nov 01 00:00:00 CET 2018,2.0,POINT (168900 577580)
nappeilmerken.718,005G0214,168120.0,577250.0,0.968,BDR SALVERDAWG 68,ZO,183.0,31.0,PM,Thu Nov 01 00:00:00 CET 2018,2.0,POINT (168120 577250)
nappeilmerken.719,005G0216,169680.0,578140.0,1.147,BDR HOOFDWG 17,N,93.0,39.0,PM,Thu Nov 01 00:00:00 CET 2018,2.0,POINT (169680 578140)
nappeilmerken.720,005G0218,164700.0,578870.0,0.677,HS A/D D.U. STIKKERSTR 2,N,83.0,6.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (164700 578870)
nappeilmerken.721,005G0219,162190.0,578390.0,0.878,"TRAFO NABIJ PETROLAND BOORLOCATIE,""""FRANEKER 1",O,20.0,15.0,PM,Sun Oct 20 00:00:00 CEST 2019,2.0,POINT (162190 578390)
nappeilmerken.722,005G0221,162440.0,582470.0,-0.153,BET BR NAAR WEILAND BIJ PARKEERPLAATS,NO,-130.0,-10.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (162440 582470)
nappeilmerken.723,005G0223,168950.0,584260.0,0.669,HS VAN ANDLAWEI 25,ZW,48.0,18.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (168950 584260)
nappeilmerken.724,005G0224,168310.0,582420.0,-0.128,DR MIENSKARSLEANE O-Z,NO,150.0,-4.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (168310 582420)
nappeilmerken.725,005G0227,163470.0,579370.0,0.774,TRAFO BIJ BDR GETSWERDERDK 3,N,219.0,29.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (163470 579370)
nappeilmerken.726,005G0228,161880.0,580910.0,0.346,BET VOET VAN HEK BIJ SPORTVELD,ZW,54.0,-6.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (161880 580910)
nappeilmerken.727,005G0230,165680.0,583440.0,1.526,GK BUORREN 33 (L.V. INGANG IN ZIJMR),NO,-16.0,55.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (165680 583440)
nappeilmerken.728,005G0231,164050.0,583150.0,1.24,SHOWROOM LIDLUMERWEI 21,N,-101.0,62.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (164050 583150)
nappeilmerken.729,005G0232,164400.0,584800.0,1.117,BET HOOGWATERAFSLUITING N-Z HOARNESTREEK,N,10.0,0.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (164400 584800)
nappeilmerken.730,005G0233,165310.0,585260.0,1.662,SCH BDR HOARNESTREEK 5,O,-787.0,15.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (165310 585260)
nappeilmerken.731,005G0234,163820.0,575480.0,2.773,TOREN HK HOOFDWG 1 HITZUM,W,30.0,13.0,PM,Thu Nov 01 00:00:00 CET 2018,2.0,POINT (163820 575480)
nappeilmerken.732,005G0235,161860.0,576200.0,0.077,SCH BDR HERBAYUMERWG 6,Z,476.0,10.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (161860 576200)
nappeilmerken.733,005G0236,166760.0,585840.0,1.069,HS HOARNESTREEK 15,N,88.0,35.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (166760 585840)
nappeilmerken.734,005G0239,161899.0,583870.0,1.672,SL SLACHTE RD= 050317-16,NW,8.0,-10.0,EG,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (161899 583870)
nappeilmerken.735,005G0240,161910.0,583870.0,0.156,DR NO-Z SLACHTEDK/DIJKVAART,NO,-15.0,-10.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (161910 583870)
nappeilmerken.736,005G0243,165980.0,583620.0,1.424,HS SWEARDERWEI 1C,Z,-70.0,45.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (165980 583620)
nappeilmerken.737,005G0244,166070.0,583440.0,0.809,HS SYTSEMALEANE 39,O,45.0,35.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (166070 583440)
nappeilmerken.738,005G0245,166710.0,582630.0,0.546,HS SYTSEMALEANE 33,N,-80.0,22.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (166710 582630)
nappeilmerken.739,005G0246,166700.0,582060.0,0.4,SCH BDR BETHANIELEANE 3,W,-860.0,10.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (166700 582060)
nappeilmerken.740,005G0247,166570.0,581490.0,0.847,BDR MIEDWG 11,O,-222.0,10.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (166570 581490)
nappeilmerken.741,005G0248,166880.0,580750.0,0.491,GARAGE HS DONGJUMERWEI 9,N,32.0,8.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (166880 580750)
nappeilmerken.742,005G0249,166880.0,580430.0,0.891,BET-PAD DONGJUMERWEI 6,W,26.0,15.0,PM,Mon Feb 01 00:00:00 CET 2021,2.0,POINT (166880 580430)
